area,area_code,region,lwda_code,cluster_code,cluster,pathway_code,pathway,soc_code,soc_title,jobs_estimate_year,num_jobs_estimate,annual_openings,income_year,mean_income,median_income,jobs_projection_year,num_jobs_projected,num_jobs_projected_change,fraction_change_jobs,fraction_change_us,predominant_education_level,training,work_experience,predominant_occ_prep_combo,nontrad_year,nontrad_status
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,NA,NA,2018,15474,1607,2018,NA,NA,2028,15702,228,0.014734392985701561,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,254012,Curators,2018,317,39,2018,64239,61981,2028,344,27,0.08517350256443024,0.095,Graduate / Professional Degree,NA,NA,Graduate / Professional Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,254013,Museum Technicians and Conservators,2018,447,55,2018,45885,42986,2028,484,37,0.08277405053377151,0.087,Graduate / Professional Degree,NA,NA,Graduate / Professional Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271011,Art Directors,2018,1236,135,2018,93368,80803,2028,1242,6,0.004854368977248669,0.009000000000000001,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271012,Craft Artists,2018,220,24,2018,NA,NA,2028,220,0,0,-0.003,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2018,518,61,2018,60994,60160,2028,550,32,0.0617760606110096,0.008,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271019,"Artists and Related Workers, All Other",2018,476,55,2018,64595,69204,2028,498,22,0.04621848836541176,0.022000000000000002,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271023,Floral Designers,2018,1423,122,2018,28549,26666,2028,1295,-128,-0.0899508073925972,-0.138,High School Diploma,Training / Certification,NA,HS Diploma & Training / Certification,2020,M
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271024,Graphic Designers,2018,6477,691,2018,61594,56527,2028,6775,298,0.04600895568728447,0.03,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271025,Interior Designers,2018,1579,161,2018,53587,51257,2028,1599,20,0.012666244059801102,0.043,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271027,Set and Exhibit Designers,2018,257,27,2018,48551,42406,2028,264,7,0.02723735384643078,0.047,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,271029,"Designers, All Other",2018,129,13,2018,67271,62540,2028,126,-3,-0.023255813866853714,0.047,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.3,Visual Arts,274021,Photographers,2018,2395,224,2018,38072,33391,2028,2305,-90,-0.037578288465738297,-0.063,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,NA,NA,2018,6252,731,2018,NA,NA,2028,6371,119,0.01903390884399414,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,272011,Actors,2018,939,117,2018,NA,NA,2028,983,44,0.04685835912823677,0.009000000000000001,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,272012,Producers and Directors,2018,2550,259,2018,70964,66274,2028,2605,55,0.021568628028035164,0.048,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,272032,Choreographers,2018,600,101,2018,59254,61167,2028,581,-19,-0.03166666626930237,-0.027999999999999997,High School Diploma,Training / Certification,Work experience,HS Diploma & Training / Certification & Work experience,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,272041,Music Directors and Composers,2018,475,57,2018,NA,NA,2028,480,5,0.010526316240429878,0.012,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,272042,Musicians and Singers,2018,1234,150,2018,NA,NA,2028,1259,25,0.020259318873286247,0.002,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.4,Performing Arts,273099,"Media and Communication Workers, All Other",2018,454,47,2018,40462,28844,2028,463,9,0.019823787733912468,0.073,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,NA,NA,2018,14046,1548,2018,NA,NA,2028,14333,287,0.020432863384485245,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,273011,Radio and Television Announcers,2018,804,78,2018,44420,32832,2028,712,-92,-0.11442785710096359,-0.073,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,273022,Reporters and Correspondents,2018,845,91,2018,50392,40208,2028,767,-78,-0.0923076942563057,-0.121,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,273041,Editors,2018,3991,445,2018,73925,66183,2028,4048,57,0.014282134361565113,-0.028999999999999998,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,273042,Technical Writers,2018,3093,371,2018,86938,81627,2028,3566,473,0.15292596817016602,0.085,Bachelor's Degree,Training / Certification,Work experience,Bachelor's Degree & Training / Certification & Work experience,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,273043,Writers and Authors,2018,3189,326,2018,69794,67495,2028,3144,-45,-0.014111006632447243,-0.001,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,N
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,274012,Broadcast Technicians,2018,898,91,2018,47177,37888,2028,869,-29,-0.03229398652911186,0.011000000000000001,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,274099,"Media and Communication Equipment Workers, All Other",2018,516,55,2018,95016,94690,2028,518,2,0.0038759689778089523,0.028999999999999998,Bachelor's Degree,Training / Certification,NA,Bachelor's Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,439031,Desktop Publishers,2018,233,22,2018,50600,47750,2028,199,-34,-0.14592275023460388,-0.159,Some College / Associate Degree,Training / Certification,NA,Some College / Associate Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.5,Journalism and Broadcasting,439081,Proofreaders and Copy Markers,2018,477,69,2018,40510,38340,2028,510,33,0.069182388484478,0.038,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.6,Telecommunications,NA,NA,2018,11055,1414,2018,NA,NA,2028,12252,1197,0.10827679932117462,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.6,Telecommunications,492022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2018,4088,506,2018,62222,62942,2028,4447,359,0.08781800419092178,-0.055999999999999994,Some College / Associate Degree,Training / Certification,NA,Some College / Associate Degree & Training / Certification,2020,NA
Virginia,0,Virginia,NA,3,"Arts, Audio/Video Technology, and Communications",3.6,Telecommunications,499052,Telecommunications Line Installers and Repairers,2018,6967,908,2018,61858,67955,2028,7805,838,0.12028132379055023,0.01,Some College / Associate Degree,Training / Certification,NA,Some College / Associate Degree & Training / Certification,2020,F
Virginia,0,Virginia,NA,4,Business Management and Administration,NA,NA,NA,NA,2018,591821,65771,2018,NA,NA,2028,613056,21235,0.03588078171014786,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.1,General Management,NA,NA,2018,101582,9180,2018,NA,NA,2028,108113,6531,0.06429288536310196,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.1,General Management,111011,Chief Executives,2018,7617,503,2018,232968,NA,2028,7332,-285,-0.037416305392980576,-0.055,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.1,General Management,111021,General and Operations Managers,2018,53546,5276,2018,144751,127412,2028,57909,4363,0.08148134499788284,0.069,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.1,General Management,119199,"Managers, All Other",2018,40419,3401,2018,137106,133120,2028,42872,2453,0.060689277946949005,0.063,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.2,Business Information Management,NA,NA,2018,13980,1370,2018,NA,NA,2028,15988,2008,0.14363376796245575,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.2,Business Information Management,113021,Computer and Information Systems Managers,2018,13980,1370,2018,176647,167381,2028,15988,2008,0.14363376796245575,0.113,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,NA,NA,2018,50849,5770,2018,NA,NA,2028,54706,3857,0.07585202902555466,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,113111,Compensation and Benefits Managers,2018,312,27,2018,151683,137187,2028,319,7,0.022435897961258888,0.028999999999999998,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,113121,Human Resources Managers,2018,3955,380,2018,142825,133507,2028,4270,315,0.0796460211277008,0.071,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,M
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,113131,Training and Development Managers,2018,880,90,2018,142182,129277,2028,966,86,0.09772727638483047,0.081,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,131071,Human Resources Specialists,2018,21601,2395,2018,76575,73181,2028,23117,1516,0.0701819360256195,0.053,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,131075,Labor Relations Specialists,2018,1217,116,2018,66545,63334,2028,1173,-44,-0.036154478788375854,-0.083,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,131141,"Compensation, Benefits, and Job Analysis Specialists",2018,2348,248,2018,74526,70225,2028,2514,166,0.07069846987724304,0.059000000000000004,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,M
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,131151,Training and Development Specialists,2018,12958,1701,2018,73721,71101,2028,14987,2029,0.1565828025341034,0.094,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,433051,Payroll and Timekeeping Clerks,2018,3523,364,2018,47720,45930,2028,3377,-146,-0.04144195467233658,-0.032,Some College / Associate Degree,Training / Certification,NA,Some College / Associate Degree & Training / Certification,2020,M
Virginia,0,Virginia,NA,4,Business Management and Administration,4.3,Human Resources Management,434161,"Human Resources Assistants, Except Payroll and Timekeeping",2018,4055,449,2018,43240,42200,2028,3983,-72,-0.01775585673749447,-0.040999999999999995,Some College / Associate Degree,NA,NA,Some College / Associate Degree,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,NA,NA,2018,112614,12345,2018,NA,NA,2028,126639,14025,0.12454046308994293,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,113011,Administrative Services Managers,2018,3868,363,2018,111815,103324,2028,4156,288,0.074457086622715,0.073,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,113061,Purchasing Managers,2018,2968,274,2018,138227,136015,2028,3147,179,0.06030997261404991,0.039,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,131111,Management Analysts,2018,61910,7140,2018,107748,99307,2028,70811,8901,0.14377321302890778,0.135,Bachelor's Degree,NA,Work experience,Bachelor's Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,131199,"Business Operations Specialists, All Other",2018,34544,3603,2018,89888,83232,2028,36489,1945,0.05630500242114067,0.063,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.4,Operations Management,152031,Operations Research Analysts,2018,9324,965,2018,106808,107103,2028,12036,2712,0.2908622920513153,0.256,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.5,Administrative Support,NA,NA,2018,312796,37106,2018,NA,NA,2028,307610,-5186,-0.01657949574291706,NA,NA,NA,NA,NA,2020,NA
Virginia,0,Virginia,NA,4,Business Management and Administration,4.5,Administrative Support,431011,First-Line Supervisors of Office and Administrative Support Workers,2018,39517,4207,2018,61190,56890,2028,39953,436,0.011033225804567337,-0.009000000000000001,Some College / Associate Degree,NA,Work experience,Some College / Associate Degree & Work experience,2020,N
Virginia,0,Virginia,NA,4,Business Management and Administration,4.5,Administrative Support,432011,"Switchboard Operators, Including Answering Service",2018,1056,92,2018,28350,27500,2028,814,-242,-0.2291666716337204,-0.23800000000000002,Some College / Associate Degree,Training / Certification,NA,Some College / Associate Degree & Training / Certification,2020,NA
